Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Age_Group
2014-08-27 23:30:52,27,Male,Australia,Not Applicable,No,No,No,Never,1-5,Yes,Yes,No,No,No,No,Don't Know,Don't Know,Yes,No,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 23:54:08,32,Male,United States,TX,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,somewhat easy,No,No,some,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-27 23:56:33,42,Male,United States,WI,Yes,No,No,Rarely,6-25,Yes,No,No,Yes,No,No,Don't Know,very easy,No,No,some,Yes,Don't Know,Don't Know,Yes,No,36-45
2014-08-27 23:57:16,37,Male,United States,WA,No,No,No,Often,More than 1000,No,No,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,No,some,No,No,No,No,No,36-45
2014-08-27 23:59:59,30,Male,Singapore,Not Applicable,No,No,No,Sometimes,26-100,No,Yes,Don't Know,Don't Know,No,No,Don't Know,somewhat easy,Don't Know,No,some,No,No,Yes,No,Yes,26-35
2014-08-28 00:02:36,29,Male,United States,WA,No,No,No,Rarely,More than 1000,No,Yes,Yes,No,No,No,Don't Know,very easy,Yes,Don't Know,some,No,No,No,Don't Know,No,26-35
2014-08-28 00:05:34,30,Male,United States,GA,Yes,No,Yes,Often,6-25,Yes,Yes,No,Don't Know,No,Yes,Don't Know,somewhat difficult,No,No,Yes,Yes,No,Don't Know,Yes,No,26-35
2014-08-28 00:17:24,35,Male,United States,MI,No,No,No,Never,26-100,No,Yes,Yes,No,Yes,Don't Know,Don't Know,Don't Know,No,No,some,some,Don't Know,Don't Know,Yes,No,36-45
2014-08-28 00:43:40,35,Male,United States,MD,No,Yes,Yes,Rarely,,Yes,No,Yes,Yes,No,No,Yes,very difficult,Yes,No,some,No,No,Don't Know,No,No,36-45
2014-08-28 00:47:55,38,Male,Netherlands,Not Applicable,No,Yes,No,Often,26-100,Yes,Yes,No,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,some,some,Don't Know,Don't Know,Don't Know,No,36-45
2014-08-28 01:04:45,22,Male,United Kingdom,Not Applicable,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,Yes,very easy,No,No,some,Yes,Don't Know,Yes,Yes,No,18-25
2014-08-28 01:14:11,24,Male,Germany,Not Applicable,No,Yes,No,Sometimes,,No,Yes,Don't Know,No,No,No,Don't Know,somewhat easy,No,No,some,some,No,Don't Know,Don't Know,No,18-25
2014-08-28 01:19:34,22,Male,Netherlands,Not Applicable,Yes,No,No,Never,1-5,No,Yes,Don't Know,Don't Know,No,No,Don't Know,Don't Know,No,Don't Know,some,Yes,Don't Know,Yes,No,Yes,18-25
2014-08-28 01:30:12,31,Female,United States,WA,No,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Don't Know,very easy,Don't Know,No,some,some,No,Yes,Don't Know,No,26-35
2014-08-28 01:38:53,23,Female,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,Yes,Don't Know,No,No,No,No,Don't Know,No,18-25
2014-08-28 01:41:17,31,Female,United States,OR,No,Yes,Yes,Sometimes,,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,No,No,some,some,No,No,Don't Know,No,26-35
2014-08-28 01:56:43,28,Female,United States,CA,No,Yes,Yes,Rarely,,No,Yes,Yes,Yes,Yes,Yes,Don't Know,somewhat difficult,Don't Know,No,No,some,No,No,No,No,26-35
2014-08-28 02:15:08,37,Other/Unknown,Canada,Not Applicable,No,Yes,Yes,Sometimes,,No,No,Yes,Yes,No,No,Don't Know,somewhat difficult,Yes,Don't Know,some,some,No,Don't Know,No,No,36-45
2014-08-28 02:17:42,34,Male,United States,CA,Yes,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,somewhat easy,No,No,some,some,No,No,No,No,26-35
2014-08-28 02:19:29,32,Other/Unknown,Canada,Not Applicable,No,No,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Yes,very difficult,Yes,Don't Know,some,No,No,Don't Know,No,Yes,26-35
2014-08-28 02:30:00,28,Male,United States,MI,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,Yes,No,some,some,No,No,Don't Know,Yes,26-35
2014-08-28 02:32:11,24,Female,United Kingdom,Not Applicable,No,No,Yes,Sometimes,,No,Yes,No,No,No,No,Don't Know,Don't Know,Don't Know,No,No,some,No,Don't Know,Don't Know,No,18-25
2014-08-28 02:41:47,56,Male,United States,MA,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,No,No,Don't Know,Don't Know,Yes,Don't Know,some,some,No,No,Don't Know,No,56-65
2014-08-28 02:46:56,31,Male,Germany,Not Applicable,No,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,No,very easy,No,No,Yes,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-28 02:49:34,34,Female,United States,CA,No,No,Yes,Sometimes,,Yes,Yes,Yes,Yes,No,Don't Know,Don't Know,somewhat easy,Don't Know,No,some,Yes,No,No,Yes,No,26-35
2014-08-28 02:52:45,35,Male,Germany,Not Applicable,No,No,Yes,Rarely,,No,No,Don't Know,No,Yes,Don't Know,Don't Know,very easy,No,No,some,Yes,No,No,Yes,No,36-45
2014-08-28 02:54:44,28,Male,Germany,Not Applicable,No,No,No,Never,26-100,No,Yes,No,No,No,No,Don't Know,somewhat easy,No,No,some,some,Yes,Yes,Don't Know,No,26-35
2014-08-28 03:05:52,36,Male,Poland,Not Applicable,Yes,Yes,Yes,Often,6-25,No,Yes,No,No,No,No,Don't Know,somewhat easy,No,No,some,Yes,Don't Know,Don't Know,Yes,Yes,36-45
2014-08-28 03:06:14,30,Male,United Kingdom,Not Applicable,No,No,Yes,Often,26-100,No,Yes,No,No,No,No,Yes,somewhat easy,No,No,some,Yes,No,Don't Know,Yes,No,26-35
2014-08-28 03:13:10,35,Male,United States,Not Applicable,Yes,No,No,Not applicable,1-5,Yes,Yes,Yes,Don't Know,No,No,Yes,very easy,No,No,some,Yes,No,No,Yes,No,36-45
2014-08-28 03:13:20,49,Male,Japan,Not Applicable,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,Don't Know,somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,46-55
2014-08-28 03:15:01,36,Male,Germany,Not Applicable,No,No,No,Not applicable,26-100,No,Yes,Yes,Yes,No,No,Yes,very easy,No,No,some,Yes,Don't Know,Don't Know,Yes,No,36-45
2014-08-28 03:16:53,35,Male,Germany,Not Applicable,No,No,No,Not applicable,26-100,No,Yes,No,No,No,No,Don't Know,very easy,Don't Know,No,some,some,No,No,Don't Know,No,36-45
2014-08-28 03:29:19,29,Female,Australia,Not Applicable,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,No,somewhat difficult,Yes,No,some,some,No,No,No,Yes,26-35
2014-08-28 03:36:10,57,Male,United States,CA,No,No,No,Never,26-100,No,Yes,Yes,Yes,No,Yes,Yes,somewhat difficult,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Yes,56-65
2014-08-28 03:42:58,31,Female,Belgium,Not Applicable,No,Yes,Yes,Rarely,,No,No,Yes,No,No,No,No,Don't Know,Don't Know,No,some,No,No,No,Don't Know,Yes,26-35
2014-08-28 03:47:30,37,Male,Ireland,Not Applicable,Yes,No,No,Never,6-25,No,Yes,No,No,No,No,Don't Know,Don't Know,Yes,Don't Know,No,No,No,Don't Know,Don't Know,No,36-45
2014-08-28 03:49:56,25,Male,Ireland,Not Applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Don't Know,Don't Know,Don't Know,No,some,some,No,Don't Know,No,No,26-35
2014-08-28 03:52:05,30,Male,Australia,Not Applicable,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Don't Know,very easy,No,No,some,some,No,No,Don't Know,No,26-35
2014-08-28 04:00:30,26,Female,Australia,Not Applicable,No,Yes,No,Sometimes,,No,No,No,Yes,Yes,Yes,Don't Know,somewhat easy,No,No,Yes,Yes,No,No,Don't Know,No,26-35
2014-08-28 04:02:47,22,Female,Netherlands,Not Applicable,No,No,No,Often,6-25,No,Yes,No,No,No,No,Don't Know,Don't Know,No,No,No,some,No,Yes,Don't Know,No,18-25
2014-08-28 04:07:34,39,Male,United States,FL,No,No,No,Rarely,More than 1000,Yes,No,Don't Know,No,Yes,Yes,Don't Know,Don't Know,No,No,some,some,No,Don't Know,Don't Know,No,36-45
2014-08-28 04:09:14,29,Male,United Kingdom,Not Applicable,No,Yes,Yes,Never,,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,No,No,26-35
2014-08-28 04:11:27,54,Male,United Kingdom,Not Applicable,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't Know,Don't Know,No,No,Don't Know,very easy,No,No,some,Yes,Yes,Yes,Don't Know,Yes,46-55
2014-08-28 04:16:30,34,Female,Australia,Not Applicable,No,Yes,No,Never,,No,No,Don't Know,No,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,No,No,No,No,Don't Know,Yes,26-35
2014-08-28 04:23:01,32,Male,United States,WA,No,No,Yes,Never,,No,No,Yes,Don't Know,Yes,Yes,Don't Know,very easy,Don't Know,No,No,No,No,No,Yes,No,26-35
2014-08-28 04:24:03,25,Male,Nigeria,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,No,No,No,No,Don't Know,Don't Know,Don't Know,No,Yes,Yes,No,Yes,Don't Know,No,26-35
2014-08-28 04:30:08,29,Male,Poland,Not Applicable,No,No,No,Rarely,1-5,No,Yes,No,No,No,No,No,somewhat difficult,No,Don't Know,some,No,No,No,Yes,No,26-35
2014-08-28 04:34:32,32,Male,Germany,Not Applicable,Yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,Don't Know,Don't Know,No,No,some,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-28 04:37:54,30,Male,United Kingdom,Not Applicable,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't Know,Yes,Don't Know,Don't Know,No,some,Yes,No,Yes,Yes,No,26-35
2014-08-28 04:53:52,31,Male,Germany,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,Don't Know,No,No,Don't Know,Don't Know,somewhat easy,No,No,some,Yes,Don't Know,Don't Know,Don't Know,No,26-35
2014-08-28 05:05:32,20,Female,Switzerland,Not Applicable,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,No,No,some,some,No,Don't Know,Yes,No,18-25
2014-08-28 05:12:15,27,Male,United Kingdom,Not Applicable,No,No,No,Never,1-5,No,Yes,Don't Know,No,No,Don't Know,Don't Know,Don't Know,No,No,some,Yes,Don't Know,Don't Know,Don't Know,No,26-35
2014-08-28 05:14:28,32,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,some,some,No,No,Don't Know,No,26-35
2014-08-28 06:02:05,26,Male,Ireland,Not Applicable,Yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,Don't Know,somewhat difficult,Don't Know,No,some,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-28 06:05:18,30,Male,Italy,Not Applicable,No,No,No,Sometimes,More than 1000,No,No,Don't Know,No,No,No,Yes,very easy,No,No,some,some,No,No,Don't Know,No,26-35
2014-08-28 06:10:25,30,Male,Ireland,Not Applicable,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't Know,No,Don't Know,very difficult,Don't Know,Don't Know,some,No,No,No,No,No,26-35
2014-08-28 06:11:06,22,Male,India,Not Applicable,Yes,No,No,Not applicable,1-5,Yes,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,very easy,Don't Know,Don't Know,some,some,Don't Know,Don't Know,Yes,Yes,18-25
2014-08-28 06:27:59,24,Male,Ireland,Not Applicable,No,No,No,Not applicable,More than 1000,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,No,No,Don't Know,No,18-25
2014-08-28 06:30:18,26,Male,Netherlands,Not Applicable,No,No,No,Never,26-100,No,Yes,No,No,No,No,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,Don't Know,No,26-35
2014-08-28 07:01:30,43,Male,France,Not Applicable,No,No,No,Not applicable,,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,No,No,some,Yes,Don't Know,Don't Know,Don't Know,No,36-45
2014-08-28 07:03:00,26,Male,Russia,Not Applicable,No,No,No,Never,26-100,No,Yes,No,Don't Know,No,Don't Know,Don't Know,somewhat difficult,No,No,some,No,No,Don't Know,Don't Know,No,26-35
2014-08-28 07:03:03,23,Male,United States,NC,No,Yes,No,Sometimes,6-25,No,Yes,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,Don't Know,Don't Know,No,18-25
2014-08-28 07:12:03,26,Male,Canada,Not Applicable,No,No,No,Not applicable,,Yes,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,somewhat easy,No,No,some,some,No,No,Yes,No,26-35
2014-08-28 08:00:40,26,Female,Israel,Not Applicable,No,Yes,No,Never,,No,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,some,No,No,No,Yes,No,26-35
2014-08-28 08:06:43,35,Male,Canada,Not Applicable,No,Yes,No,Sometimes,26-100,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,Don't Know,some,some,No,No,No,No,36-45
2014-08-28 08:18:06,28,Male,United States,IL,No,No,Yes,Sometimes,26-100,Yes,No,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,No,No,some,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-28 08:23:11,22,Male,India,Not Applicable,No,No,No,Not applicable,26-100,No,Yes,No,No,No,No,Don't Know,Don't Know,Don't Know,Don't Know,some,Yes,Don't Know,Don't Know,Don't Know,No,18-25
2014-08-28 08:39:49,29,Female,United States,OH,No,Yes,Yes,Rarely,6-25,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Yes,No,No,No,No,No,Don't Know,No,26-35
2014-08-28 08:40:55,29,Male,Germany,Not Applicable,Yes,No,No,Not applicable,1-5,No,Yes,No,Yes,No,No,Yes,very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,26-35
2014-08-28 08:43:23,45,Male,United States,VA,No,No,Yes,Often,1-5,Yes,Yes,Yes,Don't Know,No,Yes,Don't Know,very easy,No,No,Yes,Yes,No,Don't Know,Yes,No,46-55
2014-08-28 08:43:57,33,Male,Bulgaria,Not Applicable,No,No,Yes,Rarely,26-100,Yes,Yes,No,No,No,No,Don't Know,somewhat easy,Don't Know,No,some,some,No,Don't Know,Don't Know,Yes,26-35
2014-08-28 08:43:58,38,Male,United States,MN,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't Know,Don't Know,No,No,some,Yes,No,No,Don't Know,No,36-45
2014-08-28 09:02:16,19,Transgender,United States,MO,No,Yes,Yes,Often,26-100,No,No,Don't Know,Don't Know,No,No,Don't Know,somewhat difficult,Don't Know,Don't Know,No,No,No,Don't Know,No,No,18-25
2014-08-28 09:09:30,29,Female,Canada,Not Applicable,No,No,Yes,Rarely,More than 1000,Yes,No,Yes,Yes,Yes,Don't Know,Yes,somewhat easy,No,No,No,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-28 09:16:21,21,Female,United Kingdom,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,No,No,No,No,Don't Know,Don't Know,Yes,Don't Know,some,No,No,No,Don't Know,No,18-25
2014-08-28 09:18:13,23,Female,India,Not Applicable,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,Yes,Don't Know,No,No,No,No,Don't Know,No,18-25
2014-08-28 09:40:42,33,Female,United States,NC,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,No,No,some,Yes,No,No,Yes,No,26-35
2014-08-28 09:53:42,49,Male,United States,NY,No,Yes,Yes,Sometimes,,No,Yes,Yes,Don't Know,Yes,Yes,Yes,somewhat easy,Don't Know,Don't Know,some,Yes,No,No,Yes,No,46-55
2014-08-28 09:53:57,28,Male,United States,NM,No,No,No,Not applicable,26-100,Yes,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,No,some,No,No,No,Don't Know,No,26-35
2014-08-28 09:54:21,27,Female,United Kingdom,Not Applicable,No,No,Yes,Sometimes,6-25,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,Yes,very easy,No,No,Yes,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-28 09:54:38,23,Male,Canada,Not Applicable,No,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,No,Don't Know,somewhat easy,Don't Know,Don't Know,some,some,No,No,Don't Know,No,18-25
2014-08-28 09:54:47,29,Male,Netherlands,Not Applicable,No,No,No,Never,1-5,Yes,Yes,No,No,No,No,Yes,somewhat easy,No,No,Yes,Yes,No,Don't Know,Yes,No,26-35
2014-08-28 09:54:51,30,Male,Germany,Not Applicable,No,No,No,Not applicable,26-100,No,Yes,Don't Know,No,No,Don't Know,Yes,somewhat easy,No,No,some,No,Don't Know,Don't Know,Don't Know,No,26-35
2014-08-28 09:55:14,28,Female,Canada,Not Applicable,No,No,No,Not applicable,More than 1000,No,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,somewhat easy,No,No,some,Yes,No,No,Don't Know,No,26-35
2014-08-28 09:56:03,32,Male,United Kingdom,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,No,No,No,No,Don't Know,Don't Know,Yes,No,No,No,No,Yes,No,No,26-35
2014-08-28 09:56:04,32,Male,United Kingdom,Not Applicable,No,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Yes,very easy,No,No,No,Yes,No,No,Yes,No,26-35
2014-08-28 09:56:10,37,Male,France,Not Applicable,No,No,No,Not applicable,,No,Yes,No,No,No,No,Don't Know,somewhat easy,Don't Know,Don't Know,some,some,No,Don't Know,No,No,36-45
2014-08-28 09:56:21,39,Female,United States,TX,No,No,No,Not applicable,More than 1000,Yes,No,No,Yes,No,No,Don't Know,very difficult,Yes,Don't Know,No,No,No,Don't Know,No,No,36-45
2014-08-28 09:56:30,31,Male,France,Not Applicable,No,No,No,Not applicable,,No,Yes,Don't Know,No,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,some,No,No,No,Yes,No,26-35
2014-08-28 09:57:02,29,Male,United States,SC,No,No,No,Not applicable,6-25,No,Yes,No,No,No,Don't Know,Don't Know,somewhat difficult,Don't Know,Don't Know,some,No,No,No,Don't Know,No,26-35
2014-08-28 09:57:10,30,Male,United States,FL,No,No,No,Not applicable,,No,No,Yes,No,No,Don't Know,Don't Know,Don't Know,Don't Know,No,some,Yes,No,No,Don't Know,No,26-35
2014-08-28 09:57:25,33,Male,United States,WA,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,Yes,Yes,No,very difficult,No,No,Yes,Yes,No,No,Yes,Yes,26-35
2014-08-28 09:58:08,37,Male,United States,CA,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,Don't Know,No,Yes,Yes,No,No,Don't Know,No,36-45
2014-08-28 09:59:39,23,Male,United States,OH,No,No,Yes,Often,26-100,No,No,Yes,Yes,Yes,No,Yes,somewhat easy,No,No,some,Yes,No,Don't Know,Yes,No,18-25
2014-08-28 09:59:39,43,Male,United States,TN,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Don't Know,No,Yes,Don't Know,somewhat easy,Yes,No,No,No,No,No,No,No,36-45
2014-08-28 10:00:48,32,Male,United Kingdom,Not Applicable,No,No,Yes,Rarely,,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,No,Yes,Yes,No,Don't Know,No,Yes,26-35
2014-08-28 10:01:15,26,Male,United States,NY,No,No,No,Never,26-100,No,Yes,Don't Know,Don't Know,No,No,Don't Know,Don't Know,Yes,Yes,some,No,No,No,No,No,26-35
2014-08-28 10:01:31,32,Male,United States,NY,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,very easy,No,No,Yes,Yes,Yes,Yes,Don't Know,No,26-35
2014-08-28 10:02:09,37,Female,United States,MO,No,No,No,Not applicable,26-100,Yes,Yes,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,Yes,No,some,No,No,No,Don't Know,No,36-45
2014-08-28 10:02:23,29,Male,United States,NY,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,very easy,No,No,Yes,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-28 10:02:45,34,Male,United Kingdom,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,No,No,No,No,Don't Know,somewhat easy,Don't Know,Don't Know,some,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-28 10:04:34,27,Male,France,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,Yes,Yes,No,No,Yes,No,26-35
2014-08-28 10:04:41,30,Male,United States,TN,No,Yes,No,Never,,No,Yes,Don't Know,No,No,Don't Know,Don't Know,very easy,No,No,some,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-28 10:05:43,29,Male,United States,CO,No,No,No,Never,6-25,No,Yes,Yes,Yes,No,Yes,Yes,Don't Know,Don't Know,No,some,some,No,No,No,No,26-35
2014-08-28 10:07:37,32,Male,United States,PA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,Don't Know,Don't Know,Don't Know,very difficult,Yes,Don't Know,some,No,No,No,No,No,26-35
2014-08-28 10:07:53,31,Male,United Kingdom,Not Applicable,No,No,Yes,Sometimes,26-100,No,No,No,No,No,No,Don't Know,somewhat difficult,Yes,No,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-28 10:08:19,25,Male,Germany,Not Applicable,No,No,No,Not applicable,,No,Yes,Yes,Yes,Don't Know,Yes,Yes,somewhat easy,Don't Know,Don't Know,some,Yes,Yes,Yes,Yes,No,26-35
2014-08-28 10:08:34,37,Male,United States,NY,Yes,No,No,Not applicable,6-25,Yes,Yes,Yes,Yes,Yes,No,Yes,somewhat easy,No,No,Yes,Yes,Don't Know,Don't Know,Yes,No,36-45
2014-08-28 10:10:29,29,Male,Netherlands,Not Applicable,No,Yes,No,Not applicable,6-25,No,Yes,No,No,No,No,Don't Know,very easy,No,No,some,Yes,No,Don't Know,Yes,No,26-35
2014-08-28 10:11:52,27,Male,United States,MN,No,No,No,Not applicable,26-100,No,Yes,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,No,No,Yes,Yes,No,No,Don't Know,No,26-35
2014-08-28 10:13:44,33,Male,United Kingdom,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,No,some,some,No,Don't Know,Don't Know,No,26-35
2014-08-28 10:15:52,30,Male,Canada,Not Applicable,No,Yes,Yes,Sometimes,More than 1000,No,No,Don't Know,No,No,No,No,very difficult,Yes,No,some,No,No,Yes,No,Yes,26-35
2014-08-28 10:16:55,29,Male,Canada,Not Applicable,No,No,No,Not applicable,1-5,Yes,Yes,No,Yes,No,No,Don't Know,somewhat difficult,Don't Know,Don't Know,Yes,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-28 10:17:19,25,Male,United States,MO,No,Yes,Yes,Never,6-25,Yes,Yes,Don't Know,No,Yes,Don't Know,Don't Know,Don't Know,Yes,No,some,Yes,No,No,No,No,26-35
2014-08-28 10:18:34,33,Male,United States,WY,No,Yes,Yes,Sometimes,1-5,No,No,No,Yes,No,No,Don't Know,Don't Know,No,No,some,Yes,Don't Know,Don't Know,Don't Know,No,26-35
2014-08-28 10:18:46,31,Male,South Africa,Not Applicable,No,No,No,Never,,Yes,Yes,No,No,No,No,No,Don't Know,No,No,some,some,No,Don't Know,No,No,26-35
2014-08-28 10:20:37,21,Male,Germany,Not Applicable,No,No,No,Rarely,6-25,Yes,Yes,Don't Know,No,No,No,Don't Know,very easy,Don't Know,Don't Know,some,some,No,Don't Know,No,No,18-25
2014-08-28 10:22:06,30,Male,Switzerland,Not Applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't Know,No,No,No,No,very difficult,Yes,Yes,No,No,No,No,No,No,26-35
2014-08-28 10:24:19,29,Male,United States,MN,No,No,No,Not applicable,More than 1000,No,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,Yes,Yes,No,No,No,No,26-35
2014-08-28 10:25:39,43,Male,Croatia,Not Applicable,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,very difficult,Yes,No,Yes,No,No,Don't Know,No,Yes,36-45
2014-08-28 10:29:47,37,Male,United Kingdom,Not Applicable,No,No,Yes,Often,6-25,No,Yes,No,No,No,No,Don't Know,Don't Know,Yes,No,Yes,Yes,Don't Know,Yes,No,No,36-45
2014-08-28 10:30:04,24,Male,France,Not Applicable,No,No,No,Not applicable,26-100,No,Yes,No,No,Yes,No,Don't Know,Don't Know,Don't Know,No,Yes,some,No,No,Don't Know,No,18-25
2014-08-28 10:30:44,29,Male,United States,MD,No,No,No,Not applicable,6-25,Yes,Yes,Don't Know,Don't Know,No,No,Don't Know,very easy,No,No,Yes,Yes,No,No,Don't Know,No,26-35
2014-08-28 10:34:01,31,Male,United States,KY,No,No,No,Not applicable,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Don't Know,No,No,Yes,Yes,No,No,Don't Know,No,26-35
2014-08-28 10:35:55,31,Male,United States,OH,No,No,No,Not applicable,,No,Yes,Don't Know,Don't Know,No,No,Don't Know,somewhat easy,No,No,Yes,Yes,No,No,Yes,No,26-35
2014-08-28 10:42:09,33,Male,United Kingdom,Not Applicable,Yes,No,No,Never,,No,No,No,Don't Know,No,No,Don't Know,very easy,No,No,Yes,some,No,Yes,No,No,26-35
2014-08-28 10:45:21,43,Male,United States,NY,No,No,No,Not applicable,More than 1000,No,No,Yes,Yes,Don't Know,Yes,Yes,Don't Know,No,No,some,Yes,No,Don't Know,Don't Know,No,36-45
2014-08-28 10:47:12,33,Male,United Kingdom,Not Applicable,No,No,Yes,Sometimes,26-100,No,Yes,Don't Know,Don't Know,No,No,Don't Know,Don't Know,Don't Know,No,some,No,No,Don't Know,Don't Know,No,26-35
2014-08-28 10:51:08,27,Male,United Kingdom,Not Applicable,No,No,No,Not applicable,6-25,No,Yes,No,No,No,Yes,Yes,Don't Know,Don't Know,No,Yes,some,No,Yes,Yes,No,26-35
2014-08-28 10:52:33,36,Male,United States,TN,No,Yes,Yes,Sometimes,More than 1000,Yes,No,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,Yes,Don't Know,No,No,No,Don't Know,Don't Know,No,36-45
2014-08-28 10:54:31,37,Male,Australia,Not Applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,very easy,No,No,some,Yes,No,Don't Know,Yes,Yes,36-45
